Id;Marca;Tipo;Capacidad_GB;Velocidad_MHz;Latencia_CAS;Voltaje;RGB;Modulos;Disipador;Precio_USD
1581;Kingston;DDR4;32;3514;18;1,29;False;1;Standard;137,01
1582;Corsair;DDR4;16;3906;17;1,42;True;1;Standard;128,45
1583;Samsung;DDR5;64;7634;35;1,40;False;1;High-End;275,23
1584;G,Skill;DDR5;8;6252;35;1,16;False;1;None;156,08
1585;Samsung;DDR4;8;3367;19;1,32;True;4;None;125,54
1586;Teamgroup;DDR5;64;5813;34;1,37;True;1;None;252,19
1587;Crucial;DDR4;32;2517;16;1,18;True;2;Standard;144,04
1588;Corsair;DDR4;32;3623;14;1,37;True;2;None;151,88
1589;Teamgroup;DDR5;64;6240;32;1,39;True;1;None;260,85
1590;Corsair;DDR5;16;6620;36;1,24;True;1;High-End;192,59
1591;G,Skill;DDR5;128;5666;38;1,42;False;4;None;362,38
1592;G,Skill;DDR4;8;2869;17;1,40;True;4;None;124,55
1593;Crucial;DDR4;128;2675;19;1,38;False;4;Standard;262,00
1594;Samsung;DDR5;128;7683;36;1,24;False;1;Standard;369,31
1595;Corsair;DDR4;8;3667;19;1,42;True;4;None;127,94
1596;Teamgroup;DDR5;16;5139;32;1,34;True;2;High-End;192,80
1597;Kingston;DDR5;8;5495;35;1,39;False;1;Standard;153,31
1598;G,Skill;DDR5;64;5929;37;1,36;True;1;High-End;260,86
1599;Samsung;DDR5;32;4995;40;1,12;False;1;High-End;184,76
1600;Crucial;DDR5;8;7910;33;1,26;True;1;Standard;191,54
1601;Teamgroup;DDR4;128;3696;16;1,10;False;1;None;252,67
1602;Kingston;DDR5;8;7417;38;1,18;True;4;Standard;200,39
1603;Corsair;DDR5;16;6351;32;1,19;True;2;High-End;205,89
1604;G,Skill;DDR4;32;3841;19;1,17;False;2;Standard;144,13
1605;Teamgroup;DDR4;32;2938;20;1,34;False;4;High-End;153,40
1606;Crucial;DDR5;64;6171;32;1,29;False;4;None;276,30
1607;Samsung;DDR4;64;3421;15;1,33;True;2;High-End;197,17
1608;Crucial;DDR4;64;3839;15;1,16;False;2;Standard;188,51
1609;Teamgroup;DDR5;32;5732;35;1,32;True;4;High-End;235,25
1610;Samsung;DDR5;128;5579;38;1,24;False;2;None;345,24
1611;Kingston;DDR5;128;5812;37;1,38;True;2;High-End;371,38
1612;Crucial;DDR5;32;5989;31;1,19;True;1;Standard;213,72
1613;G,Skill;DDR4;8;3714;18;1,18;True;2;High-End;127,81
1614;G,Skill;DDR5;16;5728;39;1,19;False;1;Standard;160,68
1615;Crucial;DDR4;16;3399;22;1,38;True;2;High-End;128,89
1616;Teamgroup;DDR5;128;7276;37;1,41;True;2;Standard;379,09
1617;Samsung;DDR4;16;3325;16;1,44;False;1;Standard;119,30
1618;Teamgroup;DDR5;8;6694;32;1,21;False;1;High-End;180,43
1619;Crucial;DDR4;16;3701;22;1,17;False;2;Standard;119,31
1620;Corsair;DDR5;128;6843;34;1,42;True;2;Standard;380,49
1621;Crucial;DDR4;64;3152;15;1,21;False;2;Standard;183,02
1622;Teamgroup;DDR4;128;3370;19;1,11;False;2;High-End;261,56
1623;Kingston;DDR4;8;3061;14;1,18;True;2;None;118,59
1624;Corsair;DDR5;16;4979;32;1,26;True;1;None;169,47
1625;G,Skill;DDR5;16;5915;39;1,11;True;1;High-End;178,90
1626;Samsung;DDR5;128;5872;35;1,19;True;1;None;354,48
1627;G,Skill;DDR5;128;5437;37;1,28;False;2;High-End;359,23
1628;Kingston;DDR4;32;3761;21;1,30;False;1;High-End;140,49
1629;G,Skill;DDR4;32;3786;19;1,32;True;4;Standard;161,69
1630;G,Skill;DDR4;32;3132;14;1,27;True;1;Standard;145,96
1631;Crucial;DDR4;16;2630;16;1,22;True;2;Standard;125,74
1632;Kingston;DDR4;64;2599;16;1,13;False;1;High-End;177,09
1633;Kingston;DDR4;16;3976;18;1,41;False;2;Standard;127,51
1634;Kingston;DDR5;64;5932;37;1,37;False;2;None;247,40
1635;G,Skill;DDR5;32;6214;31;1,30;True;1;None;210,75
1636;G,Skill;DDR5;16;5369;33;1,35;False;4;Standard;193,26
1637;G,Skill;DDR5;16;5098;33;1,13;True;4;High-End;206,53
1638;Corsair;DDR5;128;7728;36;1,43;True;2;None;380,60
1639;Teamgroup;DDR5;64;7972;40;1,35;True;1;None;263,35
1640;Corsair;DDR4;32;3896;19;1,33;True;2;None;146,57
1641;Crucial;DDR4;32;3720;15;1,31;False;4;None;157,16
1642;Corsair;DDR4;32;3691;17;1,23;True;1;Standard;145,93
1643;Teamgroup;DDR5;16;6677;39;1,34;False;4;None;189,83
1644;Teamgroup;DDR5;64;7298;31;1,43;False;4;High-End;304,00
1645;Teamgroup;DDR4;128;3593;15;1,21;True;2;Standard;269,34
1646;Kingston;DDR5;32;7400;31;1,41;False;2;None;223,56
1647;Corsair;DDR4;8;3165;16;1,23;True;2;None;116,42
1648;Samsung;DDR5;8;5098;37;1,45;False;2;None;147,67
1649;Corsair;DDR4;8;2927;22;1,17;True;1;None;99,52
1650;Crucial;DDR5;128;7309;36;1,23;False;4;High-End;397,67
1651;Crucial;DDR5;64;7395;31;1,14;False;2;Standard;280,75
1652;Kingston;DDR4;16;3195;20;1,25;True;2;High-End;130,26
1653;Teamgroup;DDR5;8;5142;34;1,36;False;2;Standard;159,62
1654;Samsung;DDR4;128;2529;15;1,23;False;2;Standard;254,83
1655;G,Skill;DDR4;8;3759;19;1,38;True;1;Standard;114,67
1656;Crucial;DDR5;8;7776;33;1,27;False;1;None;176,59
1657;Kingston;DDR5;32;7085;35;1,18;True;1;Standard;217,46
1658;Corsair;DDR5;8;6221;30;1,19;False;2;None;173,97
1659;Corsair;DDR4;8;3527;15;1,28;True;4;None;132,82
1660;Crucial;DDR5;32;7414;33;1,35;False;1;Standard;216,96
1661;Kingston;DDR5;128;5617;39;1,23;True;1;None;343,62
1662;Corsair;DDR4;8;3985;18;1,34;False;2;Standard;117,98
1663;Corsair;DDR5;128;6450;31;1,40;False;1;None;360,72
1664;Teamgroup;DDR5;64;7499;30;1,31;True;1;None;278,49
1665;Crucial;DDR4;64;2890;21;1,36;True;1;High-End;177,92
1666;Corsair;DDR4;128;3147;18;1,24;True;1;High-End;261,28
1667;Kingston;DDR4;128;3492;19;1,37;True;4;None;270,54
1668;G,Skill;DDR4;32;3373;14;1,33;True;1;Standard;147,88
1669;Crucial;DDR4;128;3441;14;1,38;True;4;Standard;281,63
1670;Crucial;DDR4;8;2690;14;1,38;False;2;None;109,62
1671;Corsair;DDR4;64;2955;17;1,11;True;4;High-End;202,44
1672;Corsair;DDR4;16;3840;19;1,16;False;4;None;132,92
1673;Kingston;DDR4;32;3735;21;1,23;True;1;None;136,28
1674;Samsung;DDR4;64;2998;18;1,22;True;1;High-End;183,28
1675;Teamgroup;DDR5;64;6392;38;1,30;True;4;High-End;288,14
1676;Samsung;DDR4;128;3748;14;1,13;True;2;None;268,08
1677;Corsair;DDR4;8;2426;16;1,44;True;1;Standard;108,51
1678;Samsung;DDR4;128;3656;15;1,38;True;1;Standard;263,85
1679;Teamgroup;DDR4;16;3701;22;1,20;False;2;Standard;119,31
1680;Kingston;DDR5;128;4950;38;1,40;False;1;None;330,35
1681;G,Skill;DDR5;128;5492;37;1,43;False;1;None;338,22
1682;Samsung;DDR4;64;2490;16;1,25;True;2;Standard;182,22
1683;Corsair;DDR5;8;7916;33;1,11;True;2;Standard;199,70
1684;Teamgroup;DDR4;64;2838;19;1,40;False;4;Standard;186,50
1685;Crucial;DDR4;64;3610;19;1,32;True;1;High-End;186,68
1686;Teamgroup;DDR5;8;7891;38;1,16;False;1;High-End;181,21
1687;Kingston;DDR5;128;7293;30;1,12;False;4;None;396,15
1688;G,Skill;DDR5;16;5915;40;1,14;False;4;Standard;184,98
1689;Samsung;DDR4;8;2793;17;1,37;True;1;Standard;109,94
1690;Kingston;DDR4;64;3381;22;1,44;True;4;Standard;192,35
1691;G,Skill;DDR5;16;5510;30;1,11;True;4;None;203,55
1692;Corsair;DDR5;128;6088;40;1,22;True;4;Standard;376,39
1693;Crucial;DDR4;128;3225;21;1,21;True;4;Standard;269,40
1694;Teamgroup;DDR5;128;7667;36;1,25;True;4;High-End;409,64
1695;G,Skill;DDR4;16;3394;14;1,34;False;1;High-End;128,85
1696;Teamgroup;DDR4;8;3287;20;1,17;False;2;Standard;109,40
1697;Teamgroup;DDR5;64;5108;37;1,45;True;4;High-End;276,30
1698;Crucial;DDR4;8;2915;17;1,27;True;1;Standard;110,92
1699;Teamgroup;DDR5;8;7704;32;1,11;True;2;None;194,04
1700;G,Skill;DDR4;32;3245;17;1,26;True;1;Standard;142,36
1701;Corsair;DDR5;128;4893;37;1,28;True;1;Standard;345,25
1702;Teamgroup;DDR4;32;3953;14;1,14;False;2;None;148,52
1703;Crucial;DDR4;32;2762;20;1,21;False;2;Standard;134,00
1704;Crucial;DDR4;32;3550;18;1,20;True;1;Standard;143,30
1705;Crucial;DDR4;16;2496;15;1,44;False;4;None;128,17
1706;Corsair;DDR5;64;5131;30;1,11;True;4;High-End;290,72
1707;Samsung;DDR5;64;7051;30;1,13;True;1;Standard;279,06
1708;G,Skill;DDR5;32;7798;34;1,19;True;1;Standard;227,18
1709;Crucial;DDR5;8;6735;35;1,22;True;1;Standard;174,80
1710;Samsung;DDR5;64;7281;34;1,43;True;1;Standard;273,44
1711;Crucial;DDR4;32;3920;14;1,24;False;2;High-End;158,26
1712;Samsung;DDR4;128;3721;22;1,15;True;4;High-End;277,87
1713;Corsair;DDR5;32;7975;38;1,35;False;2;None;215,59
1714;Kingston;DDR5;32;5487;31;1,44;True;1;High-End;216,40
1715;Crucial;DDR5;8;6310;32;1,12;True;2;High-End;192,48
1716;Teamgroup;DDR5;16;6996;33;1,23;False;2;High-End;202,73
1717;Corsair;DDR4;64;3399;21;1,19;True;4;Standard;193,99
1718;Crucial;DDR5;8;5724;40;1,29;True;4;Standard;178,05
1719;G,Skill;DDR4;128;2460;18;1,42;True;4;Standard;267,78
1720;G,Skill;DDR5;128;5583;40;1,16;False;2;Standard;346,63
1721;Corsair;DDR4;64;2566;22;1,13;True;2;None;169,83
1722;G,Skill;DDR5;32;5661;31;1,33;True;1;High-End;218,28
1723;Corsair;DDR4;16;3325;21;1,37;False;1;High-End;117,80
1724;Crucial;DDR4;64;3867;17;1,26;True;1;None;181,74
1725;Crucial;DDR5;32;7762;31;1,41;True;4;Standard;257,17
1726;G,Skill;DDR5;32;5440;30;1,10;True;1;None;204,42
1727;G,Skill;DDR5;32;7646;40;1,11;False;1;None;199,89
1728;Corsair;DDR4;16;3247;19;1,11;True;4;None;134,18
1729;Corsair;DDR5;8;7762;38;1,29;False;1;High-End;179,81
1730;Samsung;DDR4;64;3435;17;1,23;False;4;Standard;194,28
1731;G,Skill;DDR4;128;2664;22;1,44;True;1;None;241,41
1732;Samsung;DDR5;128;5317;30;1,45;True;2;High-End;380,21
1733;Kingston;DDR5;128;7702;34;1,23;True;4;None;400,57
1734;Corsair;DDR4;16;3036;22;1,44;True;4;Standard;131,99
1735;Samsung;DDR5;16;6995;37;1,42;True;4;None;205,42
1736;Teamgroup;DDR4;128;3230;15;1,16;False;4;High-End;278,44
1737;Corsair;DDR5;128;6495;35;1,14;False;2;Standard;366,61
1738;Corsair;DDR5;16;5464;32;1,35;False;2;Standard;180,11
1739;G,Skill;DDR4;8;3330;14;1,39;False;2;None;114,74
1740;Kingston;DDR4;16;3817;14;1,23;True;2;None;134,24
1741;Crucial;DDR5;8;4845;39;1,27;True;4;None;165,19
1742;Samsung;DDR5;32;5335;40;1,11;True;4;High-End;220,83
1743;G,Skill;DDR4;32;3554;22;1,45;True;1;Standard;137,33
1744;Teamgroup;DDR5;16;5130;37;1,20;True;1;None;160,97
1745;Kingston;DDR4;8;3521;18;1,28;False;1;High-End;114,27
1746;Kingston;DDR4;128;3631;14;1,25;False;2;None;261,15
1747;Kingston;DDR4;8;3353;18;1,31;True;2;High-End;124,92
1748;Corsair;DDR5;64;6301;39;1,32;False;2;High-End;260,83
1749;G,Skill;DDR4;16;3600;19;1,34;True;1;High-End;129,00
1750;Crucial;DDR5;16;6329;36;1,36;False;2;High-End;189,45
1751;Teamgroup;DDR4;32;3058;20;1,43;True;2;None;138,36
1752;Kingston;DDR5;64;5477;40;1,44;False;4;Standard;258,01
1753;Teamgroup;DDR4;128;2863;16;1,24;False;4;High-End;274,00
1754;Corsair;DDR5;64;5085;38;1,44;False;2;High-End;249,72
1755;Corsair;DDR5;16;4815;33;1,40;True;2;Standard;179,17
1756;G,Skill;DDR4;8;2524;14;1,30;True;1;None;108,29
1757;Kingston;DDR5;128;7531;39;1,42;False;4;None;380,49
1758;Corsair;DDR5;16;7990;36;1,27;False;4;None;210,09
1759;Corsair;DDR4;128;3067;14;1,31;True;1;Standard;260,64
1760;Corsair;DDR4;16;2537;19;1,15;False;1;None;104,50
1761;Kingston;DDR5;64;5094;36;1,24;True;1;High-End;253,87
1762;Crucial;DDR4;128;3236;22;1,21;True;2;High-End;261,99
1763;G,Skill;DDR5;32;5808;37;1,20;False;4;Standard;215,82
1764;Crucial;DDR5;32;4814;40;1,36;False;4;None;193,61
1765;Crucial;DDR5;8;7870;39;1,31;True;1;None;173,56
1766;Kingston;DDR4;64;3205;15;1,25;True;2;High-End;195,44
1767;Teamgroup;DDR4;8;3902;16;1,35;False;2;High-End;126,32
1768;Teamgroup;DDR4;32;2545;17;1,19;False;4;High-End;154,76
1769;Crucial;DDR4;16;2455;22;1,20;True;1;High-End;115,34
1770;Samsung;DDR4;8;3709;19;1,31;True;2;None;116,27
1771;Kingston;DDR5;128;7679;33;1,43;True;4;High-End;415,84
1772;Kingston;DDR5;32;7655;39;1,34;False;2;None;210,11
1773;Kingston;DDR5;128;5072;37;1,16;False;4;High-End;371,49
1774;Corsair;DDR4;16;2906;14;1,30;True;2;High-End;136,95
1775;Samsung;DDR5;32;5022;39;1,33;True;4;None;205,98
1776;Teamgroup;DDR4;16;3742;15;1,44;False;1;High-End;130,14
1777;Crucial;DDR5;16;6057;30;1,36;True;2;High-End;206,76
1778;Samsung;DDR5;32;7106;34;1,36;False;4;None;230,51
1779;Corsair;DDR5;8;5786;34;1,34;False;1;Standard;158,47
1780;Kingston;DDR4;16;3639;14;1,12;False;4;Standard;142,81
1781;Teamgroup;DDR4;64;2875;16;1,22;True;4;High-End;203,30
1782;Samsung;DDR4;32;3240;21;1,16;False;4;Standard;148,32
1783;Corsair;DDR4;128;3601;21;1,39;False;1;None;244,41
1784;Corsair;DDR4;8;3215;19;1,10;True;1;None;106,32
1785;Corsair;DDR4;16;2695;21;1,39;True;4;High-End;136,76
1786;Crucial;DDR4;8;3745;14;1,38;True;4;High-End;146,06
1787;Kingston;DDR4;64;3458;15;1,36;False;4;Standard;197,46
1788;Crucial;DDR5;64;7165;31;1,36;True;1;None;272,86
1789;Corsair;DDR4;16;3161;20;1,34;True;1;Standard;117,99
1790;Crucial;DDR5;64;5800;32;1,17;False;1;Standard;253,40
1791;Teamgroup;DDR5;16;7554;31;1,18;False;1;Standard;196,60
1792;Kingston;DDR4;128;2671;22;1,33;False;2;None;241,47
1793;G,Skill;DDR5;32;7545;31;1,42;True;2;None;233,23
1794;G,Skill;DDR5;64;7099;31;1,29;True;4;Standard;301,85
1795;Corsair;DDR5;64;7731;36;1,14;False;4;Standard;290,45
1796;G,Skill;DDR4;16;2703;14;1,40;False;1;Standard;117,32
1797;Crucial;DDR5;16;6872;31;1,36;False;4;Standard;213,54
1798;Crucial;DDR4;32;2443;21;1,31;True;4;None;143,94
1799;G,Skill;DDR5;32;7322;31;1,38;False;4;Standard;244,32
1800;Teamgroup;DDR4;64;2965;22;1,13;False;1;High-End;171,02
1801;Kingston;DDR4;8;3286;19;1,18;True;4;Standard;128,89
1802;Teamgroup;DDR5;32;6536;40;1,31;True;2;Standard;209,50
1803;Kingston;DDR4;32;3541;21;1,21;True;1;High-End;144,73
1804;G,Skill;DDR4;16;3833;14;1,26;False;1;None;122,36
1805;Crucial;DDR4;64;3583;16;1,39;True;1;Standard;184,96
1806;Teamgroup;DDR5;8;7195;33;1,29;True;4;None;202,72
1807;Corsair;DDR5;8;6538;39;1,36;True;4;Standard;188,87
1808;Samsung;DDR5;32;7897;36;1,32;True;2;High-End;240,40
1809;Corsair;DDR5;8;4812;40;1,28;False;4;None;154,70
1810;Kingston;DDR4;8;3976;20;1,31;False;2;High-End;120,91
1811;Kingston;DDR5;32;4893;32;1,32;True;2;None;202,56
1812;Kingston;DDR4;32;2650;20;1,45;True;1;Standard;133,10
1813;Kingston;DDR5;128;6136;38;1,44;True;2;None;359,35
1814;Crucial;DDR4;32;2762;17;1,28;True;2;Standard;144,50
1815;Crucial;DDR4;64;2679;18;1,24;True;4;None;188,73
1816;Samsung;DDR5;64;5971;37;1,42;True;1;Standard;253,22
1817;Corsair;DDR5;32;5221;39;1,18;True;4;Standard;213,53
1818;Corsair;DDR4;16;2508;19;1,43;False;4;High-End;132,26
1819;Corsair;DDR5;32;7892;34;1,36;True;2;High-End;244,40
1820;Corsair;DDR4;128;2561;20;1,14;False;2;Standard;247,59
1821;Corsair;DDR4;128;2872;21;1,31;False;2;None;244,58
1822;G,Skill;DDR5;8;4980;37;1,28;True;1;Standard;151,79
1823;Samsung;DDR5;64;5566;31;1,12;False;2;Standard;260,99
1824;Crucial;DDR5;128;7486;36;1,34;False;4;Standard;391,48
1825;Teamgroup;DDR5;8;6678;39;1,27;False;1;None;152,58
1826;Teamgroup;DDR4;8;3695;22;1,17;True;2;Standard;115,66
1827;Crucial;DDR4;128;2787;17;1,18;False;2;High-End;259,90
1828;Teamgroup;DDR5;8;6852;31;1,25;False;1;None;170,66
1829;Crucial;DDR5;128;5293;39;1,17;False;4;High-End;369,82
1830;G,Skill;DDR4;16;3115;17;1,14;True;4;High-End;146,12
1831;Samsung;DDR4;8;2447;18;1,37;False;1;None;95,68
1832;Kingston;DDR4;64;2766;15;1,41;False;2;None;175,93
1833;Teamgroup;DDR5;64;4906;34;1,19;False;2;High-End;255,89
1834;Kingston;DDR4;128;2992;16;1,28;True;1;None;253,04
1835;G,Skill;DDR4;32;2744;20;1,36;False;4;High-End;151,85
1836;Crucial;DDR4;8;3657;20;1,19;False;1;Standard;106,36
1837;Teamgroup;DDR4;128;3435;15;1,24;False;2;High-End;268,08
1838;Samsung;DDR5;32;5608;39;1,26;False;2;High-End;201,51
1839;Samsung;DDR4;8;3640;22;1,20;True;2;None;111,22
1840;Corsair;DDR4;16;3875;17;1,16;True;4;High-End;152,20
1841;Crucial;DDR5;128;6165;33;1,20;True;2;Standard;375,19
1842;Teamgroup;DDR5;8;6588;33;1,33;True;4;High-End;209,66
1843;Crucial;DDR4;32;2538;17;1,36;False;1;High-End;136,70
1844;Kingston;DDR5;8;7522;37;1,34;True;4;None;198,15
1845;Teamgroup;DDR5;64;6715;36;1,25;False;4;High-End;287,58
1846;Corsair;DDR5;64;4849;36;1,27;False;1;High-End;243,12
1847;Teamgroup;DDR4;8;2940;15;1,39;False;1;Standard;108,12
1848;Samsung;DDR4;128;2536;15;1,10;True;1;Standard;254,89
1849;Teamgroup;DDR4;8;2850;16;1,18;True;2;None;113,90
1850;G,Skill;DDR5;32;6311;34;1,17;False;2;None;205,72
1851;Crucial;DDR5;128;6650;34;1,43;True;1;None;364,91
1852;Crucial;DDR5;16;6122;35;1,20;True;1;High-End;189,24
1853;Teamgroup;DDR5;128;5841;31;1,43;True;1;High-End;375,74
1854;Crucial;DDR4;32;2619;20;1,27;False;4;None;140,85
1855;Crucial;DDR5;32;7902;36;1,26;True;4;High-End;256,66
1856;Samsung;DDR4;128;2851;17;1,24;False;1;Standard;248,41
1857;Crucial;DDR5;32;6798;32;1,35;True;1;High-End;228,53
1858;Teamgroup;DDR4;8;2987;20;1,38;False;2;None;103,00
1859;Samsung;DDR5;128;5088;30;1,38;False;2;High-End;369,64
1860;G,Skill;DDR5;32;5599;31;1,38;False;4;Standard;225,71
1861;Kingston;DDR4;64;3840;19;1,43;False;2;Standard;182,52
1862;Samsung;DDR5;64;5825;33;1,28;True;1;None;254,34
1863;Teamgroup;DDR5;32;7918;31;1,37;False;4;High-End;258,85
1864;Crucial;DDR4;16;2480;14;1,39;True;1;High-End;127,54
1865;Crucial;DDR5;128;5071;38;1,15;False;1;Standard;337,05
1866;Kingston;DDR4;16;3680;14;1,32;False;2;Standard;131,14
1867;Samsung;DDR4;32;2488;16;1,14;True;1;High-End;143,80
1868;G,Skill;DDR4;128;2865;15;1,30;False;4;None;265,52
1869;Kingston;DDR4;32;3674;22;1,22;False;4;Standard;150,29
1870;Teamgroup;DDR5;128;6642;40;1,36;False;1;High-End;358,07
1871;Crucial;DDR4;64;2585;17;1,27;True;2;High-End;187,48
1872;Teamgroup;DDR4;16;3464;18;1,23;True;4;Standard;141,41
1873;Kingston;DDR5;8;7951;30;1,37;False;1;Standard;189,96
1874;Kingston;DDR5;8;7500;34;1,35;True;1;None;179,69
1875;Kingston;DDR5;8;7215;40;1,18;False;2;None;164,46
1876;Crucial;DDR4;64;3274;16;1,30;False;4;High-End;200,49
1877;Teamgroup;DDR5;128;7771;38;1,26;True;1;Standard;374,31
1878;G,Skill;DDR5;32;5308;39;1,32;True;2;None;192,87
1879;Crucial;DDR5;128;6067;31;1,41;False;4;High-End;394,38
1880;Teamgroup;DDR4;8;3724;18;1,34;False;2;High-End;121,89
1881;Kingston;DDR4;8;2791;17;1,15;False;1;High-End;109,93
1882;Crucial;DDR5;32;6236;30;1,13;True;4;High-End;250,81
1883;Corsair;DDR4;8;3511;14;1,33;True;4;Standard;138,19
1884;Teamgroup;DDR4;128;3662;20;1,13;False;4;Standard;268,40
1885;Crucial;DDR5;64;6479;35;1,41;True;4;Standard;287,05
1886;Teamgroup;DDR4;128;3516;20;1,37;False;2;High-End;261,23
1887;Corsair;DDR4;64;3563;17;1,11;False;2;High-End;189,30
1888;Kingston;DDR4;16;3252;14;1,15;True;1;None;123,72
1889;Corsair;DDR5;16;5256;34;1,43;True;2;Standard;181,91
1890;Teamgroup;DDR4;128;3132;18;1,14;True;1;High-End;261,16
1891;Teamgroup;DDR4;8;3112;21;1,44;False;1;Standard;100,50
1892;Corsair;DDR4;16;2905;14;1,27;True;2;High-End;136,94
1893;Corsair;DDR5;8;6256;39;1,40;True;4;High-End;193,92
1894;Kingston;DDR5;32;7141;39;1,21;True;1;High-End;218,06
1895;Crucial;DDR5;16;6324;36;1,16;True;4;None;200,19
1896;Samsung;DDR5;32;5113;32;1,41;False;4;None;213,04
1897;G,Skill;DDR4;8;2796;17;1,18;True;4;High-End;133,97
1898;Corsair;DDR4;32;2699;21;1,18;True;4;High-End;155,99
1899;Teamgroup;DDR5;32;7547;40;1,22;False;2;None;206,92
1900;Samsung;DDR4;128;3772;15;1,43;True;4;None;278,78
1901;G,Skill;DDR5;8;6442;38;1,29;False;1;None;152,06
1902;Crucial;DDR4;128;3991;17;1,11;False;2;High-End;269,53
1903;Samsung;DDR5;32;5068;33;1,25;False;4;None;210,52
1904;G,Skill;DDR5;64;7817;32;1,27;False;1;Standard;275,18
1905;G,Skill;DDR5;32;6916;38;1,24;True;1;High-End;217,66
1906;Kingston;DDR4;16;3341;16;1,30;True;1;High-End;131,43
1907;Kingston;DDR5;32;7563;38;1,25;False;2;High-End;224,65
1908;Corsair;DDR4;32;3884;21;1,26;False;1;High-End;141,47
1909;Samsung;DDR5;64;6382;38;1,13;True;1;Standard;255,63
1910;Corsair;DDR4;16;2703;16;1,37;True;4;High-End;144,32
1911;Teamgroup;DDR4;32;2838;14;1,36;True;2;Standard;149,60
1912;G,Skill;DDR5;32;5016;40;1,39;False;1;High-End;184,99
1913;G,Skill;DDR4;64;2833;21;1,38;False;2;None;167,46
1914;Kingston;DDR4;64;3941;18;1,22;False;2;High-End;190,83
1915;Corsair;DDR5;8;6226;30;1,44;True;4;None;198,33
1916;Samsung;DDR5;64;6749;36;1,12;False;4;Standard;279,84
1917;Crucial;DDR5;32;4964;40;1,22;False;2;None;179,03
1918;Kingston;DDR4;64;3168;19;1,11;True;1;Standard;177,14
1919;Crucial;DDR5;128;5950;35;1,25;True;2;Standard;368,82
1920;Samsung;DDR5;16;7656;35;1,26;False;1;Standard;189,60
1921;Samsung;DDR4;32;3191;22;1,22;False;4;None;142,43
1922;Teamgroup;DDR5;16;5739;40;1,28;True;1;None;161,48
1923;Samsung;DDR4;128;2894;22;1,44;False;2;None;243,25
1924;Samsung;DDR5;16;5783;31;1,30;False;1;High-End;185,58
1925;Samsung;DDR4;128;3843;16;1,29;True;4;None;277,84
1926;G,Skill;DDR5;16;6023;37;1,37;True;2;None;178,72
1927;Crucial;DDR4;64;2765;15;1,32;True;4;None;193,92
1928;Crucial;DDR5;16;4898;32;1,36;False;2;Standard;173,99
1929;Corsair;DDR4;8;2516;16;1,10;False;1;High-End;109,23
1930;Crucial;DDR4;8;2660;21;1,15;True;1;High-End;108,88
1931;G,Skill;DDR5;16;7151;38;1,15;False;4;None;196,98
1932;G,Skill;DDR5;64;5601;37;1,22;True;2;Standard;257,32
1933;Corsair;DDR5;8;7176;35;1,16;False;4;High-End;203,86
1934;Teamgroup;DDR4;16;2965;19;1,33;True;2;High-End;129,92
1935;G,Skill;DDR5;32;5413;37;1,29;True;2;Standard;203,45
1936;Samsung;DDR4;128;2672;22;1,27;True;2;Standard;251,48
1937;Kingston;DDR5;32;6703;32;1,14;False;4;None;230,21
1938;Samsung;DDR5;16;7003;36;1,18;False;4;Standard;204,83
1939;G,Skill;DDR5;128;4967;31;1,10;True;1;High-End;366,30
1940;Crucial;DDR4;16;2667;18;1,43;False;1;High-End;117,04
1941;Teamgroup;DDR4;16;3671;20;1,39;False;4;Standard;134,07
1942;Samsung;DDR5;8;6671;37;1,37;True;1;None;164,66
1943;Crucial;DDR4;16;2995;22;1,12;False;4;High-End;131,66
1944;Teamgroup;DDR5;32;6300;39;1,38;True;1;None;195,48
1945;Crucial;DDR4;8;3170;19;1,28;True;1;Standard;109,96
1946;Kingston;DDR5;16;6702;31;1,16;False;2;High-End;203,60
1947;Kingston;DDR5;64;6585;38;1,33;True;2;High-End;274,02
1948;Crucial;DDR4;16;3470;20;1,43;True;2;None;122,46
1949;Corsair;DDR5;32;5335;33;1,13;False;2;None;197,21
1950;Samsung;DDR4;16;3176;16;1,40;False;1;None;114,11
1951;Crucial;DDR4;16;3446;15;1,40;False;4;Standard;139,77
1952;Kingston;DDR4;64;3904;14;1,12;True;2;Standard;196,53
1953;Samsung;DDR5;32;5097;34;1,16;True;4;High-End;230,41
1954;Teamgroup;DDR5;16;5112;33;1,36;True;1;Standard;174,28
1955;Samsung;DDR4;32;2816;18;1,19;False;1;None;127,43
1956;Corsair;DDR4;32;3978;21;1,35;True;1;High-End;148,22
1957;Corsair;DDR5;32;6464;38;1,13;False;4;Standard;220,88
1958;Teamgroup;DDR4;32;2931;17;1,39;False;4;Standard;151,85
1959;Samsung;DDR5;128;5149;31;1,29;False;4;Standard;376,37
1960;Kingston;DDR4;16;3225;20;1,24;True;2;None;120,50
1961;Corsair;DDR4;8;2919;16;1,16;False;4;Standard;124,45
1962;G,Skill;DDR4;64;3305;14;1,44;False;4;None;193,74
1963;Corsair;DDR4;64;2813;18;1,43;True;1;None;171,80
1964;G,Skill;DDR4;32;2495;19;1,41;False;4;High-End;151,36
1965;Kingston;DDR4;64;3688;22;1,32;False;1;None;166,80
1966;Crucial;DDR4;16;2570;18;1,30;True;1;Standard;116,26
1967;Samsung;DDR4;8;3043;17;1,30;True;1;Standard;111,94
1968;Teamgroup;DDR5;128;6056;33;1,22;True;4;None;384,81
